"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Abundance Ratio 44 DMSO  40 DMSO"	"Abundance Ratio 44 sema  40 sema"	"Abundance Ratio 47 DMSO  40 DMSO"	"Abundance Ratio 47 sema  40 sema"	"Abundance Ratio 51 DMSO  40 DMSO"	"Abundance Ratio 51 sema  40 sema"	"Abundance Ratio 55 DMSO  40 DMSO"	"Abundance Ratio 55 sema  40 sema"	"Abundance Ratio 58 DMSO  40 DMSO"	"Abundance Ratio 58 sema  40 sema"	"Abundance Ratio 60 DMSO  40 DMSO"	"Abundance Ratio 60 sema  40 sema"	"Abundance Ratio 63 DMSO  40 DMSO"	"Abundance Ratio 63 sema  40 sema"	"Abundance Ratio 66 DMSO  40 DMSO"	"Abundance Ratio 66 sema  40 sema"	"Abundance Ratio 70 DMSO  40 DMSO"	"Abundance Ratio 70 sema  40 sema"	"Abundances Grouped 40 DMSO"	"Abundances Grouped 40 sema"	"Abundances Grouped 44 DMSO"	"Abundances Grouped 44 sema"	"Abundances Grouped 47 DMSO"	"Abundances Grouped 47 sema"	"Abundances Grouped 51 DMSO"	"Abundances Grouped 51 sema"	"Abundances Grouped 55 DMSO"	"Abundances Grouped 55 sema"	"Abundances Grouped 58 DMSO"	"Abundances Grouped 58 sema"	"Abundances Grouped 60 DMSO"	"Abundances Grouped 60 sema"	"Abundances Grouped 63 DMSO"	"Abundances Grouped 63 sema"	"Abundances Grouped 66 DMSO"	"Abundances Grouped 66 sema"	"Abundances Grouped 70 DMSO"	"Abundances Grouped 70 sema"	"Found in Sample in S1 F1 126 Sample 40 DMSO"	"Found in Sample in S2 F2 126 Sample 40 sema"	"Found in Sample in S4 F1 127C Sample 44 DMSO"	"Found in Sample in S13 F2 127C Sample 44 sema"	"Found in Sample in S6 F1 128C Sample 47 DMSO"	"Found in Sample in S15 F2 128C Sample 47 sema"	"Found in Sample in S8 F1 129C Sample 51 DMSO"	"Found in Sample in S17 F2 129C Sample 51 sema"	"Found in Sample in S10 F1 130C Sample 55 DMSO"	"Found in Sample in S19 F2 130C Sample 55 sema"	"Found in Sample in S3 F1 127N Sample 58 DMSO"	"Found in Sample in S12 F2 127N Sample 58 sema"	"Found in Sample in S5 F1 128N Sample 60 DMSO"	"Found in Sample in S14 F2 128N Sample 60 sema"	"Found in Sample in S7 F1 129N Sample 63 DMSO"	"Found in Sample in S16 F2 129N Sample 63 sema"	"Found in Sample in S9 F1 130N Sample 66 DMSO"	"Found in Sample in S18 F2 130N Sample 66 sema"	"Found in Sample in S11 F1 131 Sample 70 DMSO"	"Found in Sample in S20 F2 131 Sample 70 sema"	"Number of Protein Groups"	"Modifications"
"-2195490869829818832"	"False"	"High"	"IsMasterProtein"	"P0ADX1"	"Protein YhfA OS=Escherichia coli (strain K12) OX=83333 GN=yhfA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.806"	"14"	"2"	"2"	"2"	"134"	"14.5"	"5.81"	"7.04"	"2"	"0.975"	"1.105"	"0.789"	"0.813"	"0.703"	"0.706"	"0.923"	"0.813"	"0.862"	"0.883"	"0.768"	"0.822"	"1.012"	"0.945"	"0.719"	"0.908"	"0.925"	"1.106"	"234.8"	"165.8"	"229.0"	"183.1"	"185.2"	"134.8"	"165.0"	"117.1"	"216.7"	"134.8"	"202.4"	"146.3"	"180.4"	"136.3"	"237.7"	"156.6"	"168.8"	"150.4"	"217.1"	"183.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C66]"
"-5244046373087793101"	"False"	"High"	"IsMasterProtein"	"P27247"	"Phosphate acyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=plsX PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.800"	"5"	"2"	"4"	"2"	"356"	"38.2"	"9.17"	"9.73"	"2"	"0.781"	"0.752"	"0.711"	"0.714"	"0.637"	"0.491"	"0.448"	"0.366"	"0.224"	"0.162"	"0.168"	"0.102"	"0.162"	"0.061"	"0.142"	"0.056"	"0.129"	"0.103"	"102.7"	"117.5"	"80.2"	"88.3"	"73.0"	"83.9"	"65.4"	"57.7"	"45.9"	"43.0"	"23.0"	"19.1"	"17.3"	"12.0"	"16.7"	"7.2"	"14.6"	"6.6"	"13.2"	"12.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3985766249058895318"	"False"	"High"	"IsMasterProtein"	"P32099"	"Lipoate-protein ligase A OS=Escherichia coli (strain K12) OX=83333 GN=lplA PE=1 SV=3 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.793"	"10"	"2"	"3"	"2"	"338"	"37.9"	"6.02"	"5.53"	"2"	"0.752"	""	"0.598"	""	"0.240"	""	"0.140"	""	"0.075"	""	"0.029"	""	"0.122"	""	"0.058"	""	"0.151"	""	"38.5"	""	"29.0"	""	"23.1"	""	"9.2"	""	"5.4"	""	"2.9"	""	"1.1"	""	"4.7"	""	"2.2"	""	"5.8"	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"1"	""
"2381357433521510164"	"False"	"High"	"IsMasterProtein"	"P13016"	"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD OS=Escherichia coli (strain K12) OX=83333 GN=ampD PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.792"	"19"	"3"	"5"	"3"	"183"	"20.5"	"5.54"	"8.48"	"3"	"0.911"	"0.880"	"0.838"	"0.875"	"0.548"	"0.650"	"0.482"	"0.501"	"0.254"	"0.265"	"0.168"	"0.137"	"0.128"	"0.130"	"0.082"	"0.115"	"0.090"	"0.139"	"85.9"	"262.0"	"78.3"	"230.7"	"72.0"	"229.4"	"47.1"	"170.5"	"41.4"	"131.4"	"21.8"	"69.5"	"14.4"	"35.9"	"11.0"	"34.0"	"7.1"	"30.0"	"7.8"	"36.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C143]"
"751048143209806336"	"False"	"High"	"IsMasterProtein"	"P0AB98"	"ATP synthase subunit a OS=Escherichia coli (strain K12) OX=83333 GN=atpB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.769"	"6"	"3"	"9"	"3"	"271"	"30.3"	"6.89"	"17.78"	"3"	"0.685"	"0.789"	"0.743"	"0.801"	"0.811"	"0.813"	"0.688"	"0.771"	"0.761"	"0.859"	"0.825"	"0.840"	"0.777"	"0.876"	"0.689"	"0.681"	"0.630"	"0.708"	"300.9"	"444.5"	"206.2"	"350.6"	"223.7"	"355.9"	"244.0"	"361.6"	"207.1"	"342.9"	"229.1"	"381.7"	"248.3"	"373.4"	"233.7"	"389.6"	"207.4"	"302.8"	"189.6"	"314.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6192565566368049647"	"False"	"High"	"IsMasterProtein"	"A0A2X1MX94"	"SAM-dependent methyltransferase OS=Escherichia coli OX=562 GN=ybiN_1 PE=4 SV=1 UPId=UP000250780 PPId=UP000000625"	"0.000"	"8.722"	"18"	"3"	"6"	"3"	"136"	"15.0"	"10.07"	"13.07"	"3"	"0.794"	"0.945"	"0.716"	"0.811"	"0.377"	"0.470"	"0.241"	"0.352"	"0.124"	"0.257"	"0.086"	"0.119"	"0.118"	"0.132"	"0.038"	"0.111"	"0.047"	"0.095"	"122.7"	"223.7"	"97.4"	"211.4"	"87.8"	"181.5"	"46.3"	"105.1"	"29.6"	"78.7"	"15.2"	"57.5"	"10.5"	"26.7"	"14.5"	"29.5"	"4.6"	"24.9"	"5.8"	"21.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1348780386226740256"	"False"	"High"	"IsMasterProtein"	"P77775"	"Epimerase family protein YfcH OS=Escherichia coli (strain K12) OX=83333 GN=yfcH PE=3 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.695"	"9"	"2"	"3"	"2"	"297"	"32.7"	"7.25"	"9.06"	"2"	""	"0.929"	""	"0.596"	""	"0.324"	""	"0.341"	""	"0.155"	""	"0.188"	""	"0.207"	""	"0.149"	""	"0.176"	""	"41.4"	""	"38.4"	""	"24.7"	""	"13.4"	""	"14.1"	""	"6.4"	""	"7.8"	""	"8.6"	""	"6.1"	""	"7.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3457983725791602041"	"False"	"High"	"IsMasterProtein"	"P64594"	"Ribonuclease toxin YhaV OS=Escherichia coli (strain K12) OX=83333 GN=yhaV PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.679"	"18"	"2"	"4"	"2"	"154"	"17.8"	"9.23"	"3.44"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"1"	""
"-2392429375324321229"	"False"	"High"	"IsMasterProtein"	"A0A485J9Y4"	"Glycogen synthesis protein GlgS OS=Escherichia coli OX=562 GN=glgS PE=4 SV=1 UPId=UP000358010 PPId=UP000000625"	"0.000"	"8.634"	"29"	"1"	"3"	"1"	"55"	"6.4"	"9.01"	"13.85"	"1"	"1.263"	""	"0.879"	""	"0.604"	""	"0.738"	""	"0.550"	""	"0.486"	""	"0.527"	""	"0.339"	""	"0.339"	""	"41.3"	""	"52.2"	""	"36.3"	""	"25.0"	""	"30.5"	""	"22.7"	""	"20.1"	""	"21.8"	""	"14.0"	""	"14.0"	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-9135565166361382121"	"False"	"High"	"IsMasterProtein"	"I6CIN6"	"Protein CysZ OS=Shigella flexneri K-315 OX=766150 GN=cysZ PE=4 SV=1 UPId=UP000005407 PPId=UP000000625"	"0.000"	"8.614"	"9"	"1"	"3"	"1"	"170"	"19.6"	"9.35"	"3.27"	"1"	""	"0.770"	""	"0.853"	""	"0.685"	""	"0.699"	""	"0.784"	""	"0.481"	""	"0.685"	""	"0.395"	""	"0.356"	""	"33.2"	""	"25.5"	""	"28.3"	""	"22.7"	""	"23.2"	""	"26.0"	""	"16.0"	""	"22.7"	""	"13.1"	""	"11.8"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"Not Found"	"High"	"1"	""
"-805269853940500192"	"False"	"High"	"IsMasterProtein"	"A0A376DJ96"	"Protein Mlc (Making large colonies protein) OS=Escherichia coli OX=562 GN=mlc_2 PE=3 SV=1 UPId=UP000254647 PPId=UP000000625"	"0.000"	"8.580"	"12"	"2"	"3"	"2"	"214"	"24.0"	"5.96"	"5.75"	"2"	""	"1.072"	""	"0.843"	""	"0.462"	""	"0.249"	""	"0.126"	""	"0.177"	""	"0.161"	""	"0.127"	""	"0.141"	""	"32.5"	""	"34.8"	""	"27.4"	""	"15.0"	""	"8.1"	""	"4.1"	""	"5.7"	""	"5.2"	""	"4.1"	""	"4.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1345814805851378768"	"False"	"High"	"IsMasterProtein"	"P77569"	"DNA-binding transcriptional activator MhpR OS=Escherichia coli (strain K12) OX=83333 GN=mhpR PE=4 SV=2 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.542"	"10"	"3"	"3"	"3"	"277"	"31.3"	"8.76"	"6.92"	"3"	"0.772"	""	"0.699"	""	"0.538"	""	"0.383"	""	"0.223"	""	"0.122"	""	"0.151"	""	"0.153"	""	"0.148"	""	"182.9"	""	"141.1"	""	"127.9"	""	"98.3"	""	"70.1"	""	"40.9"	""	"22.3"	""	"27.6"	""	"28.1"	""	"27.0"	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"1"	""
"2714635483312494740"	"False"	"High"	"IsMasterProtein"	"A0A376RPQ1"	"Carbamoyl-phosphate synthase large subunit OS=Escherichia coli OX=562 GN=carB_5 PE=4 SV=1 UPId=UP000254159 PPId=UP000000625"	"0.000"	"8.526"	"49"	"2"	"4"	"1"	"70"	"7.9"	"4.65"	"10.52"	"2"	"1.066"	"0.982"	"0.772"	"0.944"	"0.762"	"0.710"	"0.582"	"0.639"	"0.370"	"0.361"	"0.190"	"0.200"	"0.201"	"0.161"	"0.010"	"0.150"	"0.152"	"0.124"	"54.1"	"72.5"	"57.7"	"71.2"	"41.8"	"68.5"	"41.2"	"51.5"	"31.5"	"46.3"	"20.0"	"26.2"	"10.3"	"14.5"	"10.9"	"11.6"	""	"10.9"	"8.2"	"9.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"1"	"Methylthio [C39]"
"711214897208422776"	"False"	"High"	"IsMasterProtein"	"P42604"	"Altronate dehydratase OS=Escherichia coli (strain K12) OX=83333 GN=uxaA PE=1 SV=3 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.522"	"7"	"3"	"3"	"3"	"495"	"54.1"	"5.59"	"7.63"	"3"	"0.862"	"0.714"	"0.653"	"0.663"	"0.454"	"0.271"	"0.335"	"0.311"	"0.270"	"0.237"	"0.195"	"0.181"	"0.326"	"0.181"	"0.127"	"0.142"	"0.216"	"0.079"	"158.6"	"74.8"	"136.7"	"53.4"	"103.5"	"49.6"	"72.0"	"20.3"	"53.1"	"23.3"	"42.7"	"17.7"	"30.9"	"13.6"	"51.8"	"13.6"	"20.1"	"10.6"	"34.2"	"5.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7406264394329235978"	"False"	"High"	"IsMasterProtein"	"P07821"	"Iron(3+)-hydroxamate import ATP-binding protein FhuC OS=Escherichia coli (strain K12) OX=83333 GN=fhuC PE=1 SV=3 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.514"	"15"	"2"	"3"	"2"	"265"	"28.9"	"7.33"	"3.81"	"2"	""	"0.925"	""	"0.689"	""	"0.337"	""	"0.191"	""	"0.053"	""	"0.036"	""	"0.038"	""	"0.010"	""	"0.013"	""	"90.9"	""	"84.0"	""	"62.6"	""	"30.6"	""	"17.4"	""	"4.8"	""	"3.3"	""	"3.5"	""	""	""	"1.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"1"	""
"-6887985293703791506"	"False"	"High"	"IsMasterProtein"	"P0AE67"	"Chemotaxis protein CheY OS=Escherichia coli (strain K12) OX=83333 GN=cheY PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.514"	"15"	"1"	"2"	"1"	"129"	"14.1"	"4.98"	"7.82"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7893702198111511915"	"False"	"High"	"IsMasterProtein"	"P0ACM2"	"HTH-type transcriptional repressor RspR OS=Escherichia coli (strain K12) OX=83333 GN=rspR PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.491"	"6"	"1"	"2"	"1"	"228"	"26.5"	"6.30"	"5.83"	"1"	"1.088"	"1.302"	"0.826"	"0.901"	"0.456"	"0.483"	"0.361"	"0.361"	"0.103"	"0.137"	"0.028"	"0.099"	"0.010"	"0.116"	"0.096"	"0.092"	"0.087"	"0.103"	"38.9"	"76.5"	"42.3"	"99.6"	"32.2"	"69.0"	"17.8"	"36.9"	"14.0"	"27.6"	"4.0"	"10.5"	"1.1"	"7.6"	""	"8.9"	"3.7"	"7.0"	"3.4"	"7.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6213529016664527523"	"False"	"High"	"IsMasterProtein"	"P0ABV6"	"Tol-Pal system protein TolR OS=Escherichia coli (strain K12) OX=83333 GN=tolR PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.465"	"14"	"2"	"4"	"2"	"142"	"15.4"	"5.57"	"10.26"	"2"	"0.847"	"0.915"	"0.588"	"0.690"	"0.439"	"0.431"	"0.406"	"0.353"	"0.275"	"0.250"	"0.197"	"0.165"	"0.200"	"0.185"	"0.141"	"0.112"	"0.169"	"0.164"	"51.2"	"241.3"	"43.4"	"220.7"	"30.1"	"166.4"	"22.5"	"104.0"	"20.8"	"85.1"	"14.1"	"60.4"	"10.1"	"39.8"	"10.2"	"44.5"	"7.2"	"27.2"	"8.7"	"39.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7846172469644610484"	"False"	"High"	"IsMasterProtein"	"P03023"	"Lactose operon repressor OS=Escherichia coli (strain K12) OX=83333 GN=lacI PE=1 SV=3 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.463"	"9"	"2"	"3"	"2"	"360"	"38.6"	"6.89"	"6.08"	"2"	"1.219"	"0.907"	"0.919"	"0.684"	"0.449"	"0.426"	"0.441"	"0.371"	"0.236"	"0.250"	"0.166"	"0.098"	"0.133"	"0.052"	"0.010"	"0.010"	"0.072"	"0.050"	"26.1"	"102.4"	"31.8"	"92.9"	"23.9"	"70.0"	"11.7"	"43.6"	"11.5"	"38.0"	"6.1"	"25.6"	"4.3"	"10.1"	"3.5"	"5.3"	""	""	"1.9"	"5.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"1"	""
"-6671168218353746194"	"False"	"High"	"IsMasterProtein"	"P37613"	"PanD regulatory factor OS=Escherichia coli (strain K12) OX=83333 GN=panZ PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.456"	"23"	"2"	"4"	"2"	"127"	"14.5"	"7.14"	"9.38"	"2"	"0.703"	"1.275"	"0.783"	"0.885"	"0.485"	"0.779"	"0.450"	"0.598"	"0.216"	"0.431"	"0.198"	"0.379"	"0.122"	"0.359"	"0.085"	"0.183"	"0.080"	"0.113"	"34.3"	"31.0"	"24.1"	"39.6"	"26.9"	"27.5"	"16.7"	"24.2"	"15.4"	"18.6"	"7.4"	"13.4"	"6.8"	"11.8"	"4.2"	"11.1"	"2.9"	"5.7"	"2.7"	"3.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6893352633129428371"	"False"	"High"	"IsMasterProtein"	"P27305"	"Glutamyl-Q tRNA(Asp) synthetase OS=Escherichia coli (strain K12) OX=83333 GN=gluQ PE=1 SV=6 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.443"	"9"	"2"	"4"	"2"	"308"	"34.8"	"6.93"	"3.57"	"2"	"0.838"	""	"0.831"	""	"0.423"	""	"0.339"	""	"0.160"	""	"0.123"	""	"0.151"	""	"0.135"	""	"0.128"	""	"72.0"	""	"60.3"	""	"59.8"	""	"30.5"	""	"24.4"	""	"11.5"	""	"8.9"	""	"10.9"	""	"9.7"	""	"9.2"	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-8153754732524848734"	"False"	"High"	"IsMasterProtein"	"A0A376MV15"	"Transferase with NAD(P)-binding Rossmann-fold domain UPF0052 family OS=Escherichia coli OX=562 GN=ybhK_3 PE=4 SV=1 UPId=UP000254817 PPId=UP000000625"	"0.000"	"8.440"	"34"	"1"	"2"	"1"	"35"	"3.9"	"11.82"	"7.06"	"1"	""	"0.792"	""	"0.898"	""	"0.261"	""	"0.257"	""	"0.246"	""	"0.064"	""	"0.101"	""	"0.090"	""	"0.093"	""	"30.8"	""	"24.4"	""	"27.7"	""	"8.0"	""	"7.9"	""	"7.6"	""	"2.0"	""	"3.1"	""	"2.8"	""	"2.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"1"	""
"6907650054953261109"	"False"	"High"	"IsMasterProtein"	"P27111"	"HTH-type transcriptional regulator CynR OS=Escherichia coli (strain K12) OX=83333 GN=cynR PE=1 SV=5 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.438"	"10"	"2"	"3"	"2"	"299"	"32.9"	"6.84"	"2.94"	"2"	""	"0.802"	""	"0.784"	""	"0.535"	""	"0.586"	""	"0.358"	""	"0.250"	""	"0.165"	""	"0.196"	""	"0.204"	""	"22.0"	""	"17.6"	""	"17.2"	""	"11.8"	""	"12.9"	""	"7.9"	""	"5.5"	""	"3.6"	""	"4.3"	""	"4.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5505289238312247356"	"False"	"High"	"IsMasterProtein"	"A0A2X1MZF8"	"ATP-dependent Clp protease adapter protein ClpS OS=Escherichia coli OX=562 GN=clpS PE=3 SV=1 UPId=UP000250780 PPId=UP000000625"	"0.000"	"8.431"	"39"	"3"	"5"	"3"	"84"	"9.6"	"5.35"	"10.18"	"3"	"0.704"	"0.822"	"0.720"	"0.803"	"0.693"	"0.643"	"0.527"	"0.570"	"0.538"	"0.503"	"0.308"	"0.353"	"0.233"	"0.302"	"0.157"	"0.180"	"0.076"	"0.102"	"84.0"	"247.0"	"59.2"	"203.1"	"60.5"	"198.2"	"58.2"	"158.7"	"44.2"	"140.8"	"45.2"	"124.2"	"25.9"	"87.1"	"19.6"	"74.5"	"13.2"	"44.6"	"6.4"	"25.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C47]"
"-8365206111253267535"	"False"	"High"	"IsMasterProtein"	"P0A7Y8"	"Ribonuclease P protein component OS=Escherichia coli (strain K12) OX=83333 GN=rnpA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"8.421"	"23"	"3"	"7"	"3"	"119"	"13.8"	"11.81"	"5.43"	"3"	""	"0.757"	""	"0.525"	""	"0.268"	""	"0.140"	""	"0.101"	""	"0.107"	""	"0.094"	""	"0.072"	""	"0.073"	""	"188.8"	""	"142.9"	""	"99.2"	""	"50.6"	""	"26.4"	""	"19.1"	""	"20.2"	""	"17.8"	""	"13.6"	""	"13.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6596713554137259259"	"False"	"High"	"IsMasterProtein"	"A0A8S0G487"	"Peptidase_S9 domain-containing protein OS=Escherichia coli OX=562 GN=EIMP300_87690 PE=4 SV=1 UPId=UP000467488 PPId=UP000000625"	"0.000"	"8.386"	"38"	"2"	"3"	"2"	"66"	"7.5"	"6.27"	"5.46"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"1"	"Methylthio [C40]"
"-7663468583431480929"	"False"	"High"	"IsMasterProtein"	"A0A2X1JF35"	"Putrescine--2-oxoglutarate aminotransferase OS=Escherichia coli OX=562 GN=patA_2 PE=4 SV=1 UPId=UP000250561 PPId=UP000000625"	"0.000"	"8.386"	"11"	"3"	"3"	"3"	"260"	"28.8"	"9.70"	"4.66"	"3"	"1.219"	"0.701"	"0.875"	"0.819"	"0.845"	"0.666"	"0.642"	"0.568"	"0.544"	"0.530"	"0.521"	"0.466"	"0.515"	"0.462"	"0.393"	"0.483"	"0.411"	"0.541"	"31.2"	"41.4"	"38.1"	"29.0"	"27.3"	"33.9"	"26.4"	"27.6"	"20.1"	"23.5"	"17.0"	"22.0"	"16.3"	"19.3"	"16.1"	"19.1"	"12.3"	"20.0"	"12.8"	"22.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3795969033816802624"	"False"	"High"	"IsMasterProtein"	"A0A8S0FSN5"	"Flagellar motor switch protein FliG OS=Escherichia coli OX=562 GN=EIMP300_44880 PE=3 SV=1 UPId=UP000467488 PPId=UP000000625"	"0.000"	"8.385"	"15"	"2"	"3"	"2"	"165"	"18.3"	"4.92"	"6.90"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"1"	""
